Id,Photos,Age,City_id,City,Status,Profile_entries
313429104,24,,282,Минск,без поддержки близких свой потенциал мы не раскрываем полностью))),271
317054997,2,18,,,💦,3
318163965,2,,,,,0
320141615,7,19,467,Могилёв,,27
320661638,7,,,,I'm nice only when naughty,55
335090098,11,,,,капец пипец,14
335958780,10,21,,,,334
347890771,6,,,,,12
348350879,1,,1998,Нягань,,1
350290475,6,,1506,Жлобин,,2
351660435,11,,,,Roie mo rider,28
353641976,1,46,1998,Нягань,,5
356918138,1,,282,Минск,"Ландшафтный дизайн, благоустройство территории",43
358007498,16,,,,подустала,24
360906251,4,,282,Минск,Отдай им тепло,8
382720572,10,20,281,Брест,,70
390304614,2,47,,,,155
420567645,2,,,,,31
425960957,1,,,,,3
441660981,1,,,,,2
443473161,0,,,,,0
478935848,6,19,282,Минск,будучыня жаночага роду,23
488054694,2,,282,Минск,,1
488615012,10,,,,I love life but life has a boyfriend,0
490549448,2,,282,Минск,"Без масок, воска и гримма",3
497569764,0,64,,,,0
797502,17,,,,Keep an open mind but not as open that your brain falls out,330
1451254,55,,282,Минск,ja1cap,2524
4717938,1,,282,Минск,Итааалия. Forza Italia!,25
5310537,1,,282,Минск,"Bin weder Mann, noch bin ich Frau, bin irgendwo zwischendrin, weiss nicht wohin ich gehöre, weiss nicht was ich bin...",838
8175742,4,29,282,Минск,,339
8412067,2,,282,Минск,,268
12321826,54,28,282,Минск,Я заёбушек =(,1722
21599214,4,30,282,Минск,23 + 47,37
55289688,44,30,282,Минск,the cake is a lie,196
55441627,35,23,,,,8
55928802,11,23,,,,8
58141884,17,,282,Минск,,0
58163678,1,,,,,32
58736334,3,21,282,Минск,,4
59045275,8,21,282,Минск,,11
62122355,42,29,282,Минск,"Народ я так же боюсь что ко мне придут и примут ""шерые быки"". Но я хочу перемен. NO PASSARAN – СТОП ТАРАКАН! https://www.youtube.com/channel",922
76947876,15,,282,Минск,,17
78364820,6,,,,,0
80030780,111,22,282,Минск,😇,1331
80069063,17,,,,один не верный шаг - и все потеряно,1
83224608,1,,528,Сумы,,1008
83684992,11,,282,Минск,here and now💫,50
85603339,12,,244,Витебск,,125
86059292,21,22,282,Минск,как жить...,8
86667465,10,,282,Минск,,5
88219539,22,,282,Минск,,191
88398725,5,,,,,3
88892164,11,,,,,5
90966144,19,23,282,Минск,,49
92767422,1,,,,,0
103631364,46,,282,Минск,🤘🏻,8
104197775,12,25,,,,55
112013339,5,,,,walkie like a talkie,20
112483795,42,,,,9.02 per aspera ad astra,8
112707818,20,,282,Минск,,40
114083000,1,,282,Минск,,2
114759684,2,,282,Минск,,2
121206974,5,21,282,Минск,⚪❤️⚪,3233
122697027,10,,,,"в обойме патрон, будет больно обоим.",19
123611061,31,,282,Минск,,12
124768412,97,24,282,Минск,"<< не ""костыль"", а ""ad-hoc решение"" >>",3
125443247,22,,282,Минск,,30
126604688,6,21,282,Минск,,30
127119730,3,,282,Минск,Одну корону экстра пожалуйста),0
127269637,2,,14380,Ивацевичи,,2
129504482,25,23,282,Минск,Непредсказуемое завтра 😈,4
130585080,2,,12987,Копыль,9. We waste a lot of time crying over wasted time,47
131659796,69,22,413,Борисов,🥰,37
132222089,36,,,,,52
134283665,6,,282,Минск,,4
134431256,1,,,,.,0
139069257,21,27,282,Минск,,49
139371159,32,,282,Минск,It Can't Rain All The Time...,4
141746974,3,,,,,0
142200783,1,,282,Минск,,0
147555777,5,,282,Минск,,35
150866725,4,,,,Vita militare est ¯\_(ツ)_/¯ fd,12
151106370,11,21,467,Могилёв,DEJA VU,3397
152177690,13,21,,,รςђภเ รςђภค  รςђภคקקเ,159
153594165,8,,1,Москва,4ever,71
157340449,0,,,,,0
158616754,8,,,,,8
164760753,24,25,,,"Open your soul, maybe lose control inside of this phenomenon, Just let yourself go, And let everyone know you move to this phenomenon.",798
165142630,7,,392,Гомель,,19
173402049,11,,282,Минск,,39
173782390,19,23,282,Минск,,63
175294631,2,22,,,,0
176186428,14,,1,Москва,Самый сильный человек — самый одинокий.,10
176360893,5,,,,small printer > BIG FAXX,0
176810627,5,,14856,Плещеницы,,2
179109217,5,,,,REEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,8
179898014,6,,282,Минск,Fucking real deal,5
180694647,1,,,,,345
181728808,1,19,295,London,†,0
184251015,18,,282,Минск,через все запятые до точки,76
202908662,5,,9878,Старые Дороги,STEG.BY - ПЕЧАТНЫЙ ЦЕНТР (Доставка по РБ)                ОПЕРАТОР-МОНТАЖЕР                             +375291416540,212
204223561,2,,413,Борисов,,1
223333211,28,,282,Минск,,65
226749421,8,24,,,,444
261688529,4,14,282,Минск,,85
267374820,0,23,,,,1
312204268,4,23,282,Минск,,14
531118400,1,41,282,Минск,,11
21332844,0,,282,Минск,,247
35396810,24,,,,,40
38598326,11,,20760,Ляховичи,®™,12
44562308,27,22,282,Минск,,188
55193677,1,,282,Минск,,1
57708923,9,,282,Минск,,3
73917958,5,,282,Минск,,17
75194574,17,24,538,Барановичи,©,2
77006816,71,30,5062,Сморгонь,"Сделал три подхода, четвертый за Гарри",587
78474863,2,,,,我想死，但我不能...,0
78716373,5,21,282,Минск,Всё так,23
88516220,10,,,,,125
88667178,5,,282,Минск,,10
98022799,1,,282,Минск,,586
98369237,10,,183,Алматы,,68
108902222,5,,282,Минск,,116
112280719,6,31,282,Минск,,0
112483795,42,,,,9.02 per aspera ad astra,8
112777244,10,22,282,Минск,inst: @iamivankostukevich,1778
114083000,1,,282,Минск,,2
114564725,14,21,20760,Ляховичи,Take care of today and tomorrow will take care of itself,27
116011497,5,,,,В мыслях багамские острова 🐾,2
118463371,8,21,,,,19
118488465,2,,,,✌🏻,1
118947465,11,,282,Минск,instagram: an_bizzl 🎀,33
119112779,1,,,,,0
126009682,29,,538,Барановичи,,110
128429077,5,21,281,Брест,,0
131933477,23,,,,🥰,1
134093738,3,,282,Минск,,2
134166942,8,,282,Минск,Счастлив,5
137320556,1,,20760,Ляховичи,,102
137322329,59,,20760,Ляховичи,,106
137490796,1,43,282,Минск,,94
137607981,31,,282,Минск,,18
138025269,2,14,,,♥️,2
140988156,16,22,1600400,Туховичи,,418
141243454,5,23,282,Минск,,0
143322589,1,,20760,Ляховичи,,2
143387628,1,,,,,1
147206573,10,23,282,Минск,,104
147232081,15,21,1661,"Washington, D.C.",Fukk sleep,22
147392098,1,,1600212,Ляховичи,,2
147725294,21,,,,,30
147893027,7,,282,Минск,🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻,1
148028869,13,,,,,14
148330795,38,23,282,Минск,,202
148914383,5,,282,Минск,,6
150263608,1,,282,Минск,,3
150752123,61,21,,,**************************************************************,68
150762391,1,21,282,Минск,В своем познании преисполнен,3
151578950,38,29,282,Минск,"Если хочешь получить то, что никогда не имел, стань тем, кем никогда не был",273
152305713,5,,,,,1
152545695,4,,282,Минск,,564
152779084,1,,,,Accidents are not accidental,0
153325074,1,,282,Минск,"Ваше сиятельство имеет врагов, но не соперников🥃",3
153512322,45,,20760,Ляховичи,,21
158156000,6,,282,Минск,,6
158892439,31,16,1,Москва,"Тем кто ты сегодня я был вчера, тем кто я сегодня ты будешь завтра",151
163443550,9,,,,,13
164137771,20,,1600196,Дружиловичи,Куплю шпоры,117
166738080,38,23,,,,11
167633714,0,,282,Минск,,0
167897168,6,25,282,Минск,,308
175294631,2,22,,,,0
177137740,14,,282,Минск,Очнись,15
213263396,30,,282,Минск,Сын андерграундного отца,68
213688851,11,21,282,Минск,,16
217108815,2,21,538,Барановичи,Греши ярче,0
221868424,21,21,538,Барановичи,,63
232077464,1,,282,Минск,,7
242639351,10,22,378,New York City,,10
250595756,12,21,20760,Ляховичи,"Счастье для всех, даром, и пусть никто не уйдет обиженным! © Пикник на обочине.",29
281946385,1,,281,Брест,,0
286188048,4,,20760,Ляховичи,,1
332943528,20,,20921,Газаджак,#HELLO WORLD,38
340905633,11,,282,Минск,,35
350290475,6,,1506,Жлобин,,2
377109633,4,,6216,Калинковичи,,54
381238205,3,,,,,5
393177048,5,,,,,7
402189633,1,,282,Минск,,0
411216777,3,,282,Минск,Пойдём со мной...может ты и пожалеешь...но тебе понравится 💃🏻,12
5698944,16,33,282,Минск,,494
13294636,15,,282,Минск,,711
18050333,0,,,,You're so brilliant.	You mean so much,1
44384206,46,,7214,Ивье,,426
67435180,8,28,649,Гродно,,555
80069063,17,,,,один не верный шаг - и все потеряно,1
107960010,1,,649,Гродно,,167
110514476,4,16,7214,Ивье,,10
133177725,22,21,282,Минск,☭,18
137031597,5,,,,"No pain, no gain?> inst: korolchuk.vladislav",0
137187456,2,,,,,0
137273586,10,,7214,Ивье,,6
137809791,4,,,,,68
138025269,2,14,,,♥️,2
139429291,14,,282,Минск,,50
144757728,9,,,,,3
158892439,31,16,1,Москва,"Тем кто ты сегодня я был вчера, тем кто я сегодня ты будешь завтра",151
158975641,3,25,282,Минск,,1
159687769,3,,7214,Ивье,,1
161693979,24,,282,Минск,,250
163712055,10,,,,,13
171978723,11,,7214,Ивье,Запах того самого утра,2
175294631,2,22,,,,0
179413610,2,19,649,Гродно,,2
180694647,1,,,,,345
189508948,1,,7214,Ивье,,29
193189520,5,21,649,Гродно,,6
210268394,3,22,282,Минск,,1
213263396,30,,282,Минск,Сын андерграундного отца,68
214177975,5,,,,,4
218106434,3,,2203643,Halifax,написал python на php.,3
219084600,5,,282,Минск,статус это статус >.<,2
219088755,0,,,,,6
224521646,0,,7214,Ивье,,0
236770608,15,23,,,,8
237320647,1,,,,,2
255448888,38,22,282,Минск,"get busy living, or get busy dying",166
259334578,1,,282,Минск,,5
282927562,45,,282,Минск,мартовский котик,5
292797587,7,22,282,Минск,,0
295216534,4,,,,Вот так и живём,0
317338236,2,21,,,,1
430126572,3,,649,Гродно,Не пью кофе 203 дня,2
431938021,2,21,282,Минск,,26
721148,12,,2,Санкт-Петербург,,10718
1966896,100,,,,Ты - неба! Усё астатняе - усяго толькі надвор'е..,19345
2761739,23,,2,Санкт-Петербург,жизнь полна сюрпризов!!!!!!!!!!!!!,709
3408875,25,,282,Минск,,2396
6659404,10,27,282,Минск,,974
8412067,2,,282,Минск,,268
8619103,6,34,282,Минск,📸 Свадебный фотограф в Минске 📞 +375 29 142 55 94 💻 www.mateiko.by,280
9332630,37,31,244,Витебск,,385
12685421,32,,282,Минск,,85
13055946,1,34,282,Минск,"Цвет может быть любым, при условии, что он черный.",77
13674951,0,38,282,Минск,,1051
14906185,2,,2,Санкт-Петербург,,46
16224704,11,32,9328,Глубокое,instagram.com/alexander_ason,780
17708751,7,,282,Минск,,80
18374633,35,28,8877,Шарковщина,"Без оглядки, только вперед, только в полную силу!",926
20262451,43,29,7937,Браслав,,1711
20324004,27,,9328,Глубокое,,1744
20412192,5,26,282,Минск,,554
22041448,14,,282,Минск,,20
22693965,19,,282,Минск,,49
23780961,2,,282,Минск,,5
24954096,26,,282,Минск,😌,455
26819241,14,,282,Минск,,21
29409055,29,,282,Минск,В этом году первый приступ пришелся на 09.06,5239
32068186,13,34,,,,703
32457357,25,26,282,Минск,Фотографирую в Минске и Беларуси,180
36326937,7,,1032,Полоцк,,2
37895902,38,24,282,Минск,,0
38498220,40,,,,,421
47031120,13,24,,,,423
48179280,9,,,,,111
55255913,1,,282,Минск,Видео & Фото Съёмка (+375 29 6025792 ),80
55644969,23,,282,Минск,,118
63054117,12,,1600716,Подсвилье,,101
64073874,47,28,1299,Новополоцк,💖курашики💖,349
67140898,35,,21987,Докшицы,,31
67478660,50,22,282,Минск,,458
68916767,6,,282,Минск,,51
69504867,3,21,282,Минск,,0
70329581,6,,282,Минск,,377
74794959,6,112,,,,21
74962405,33,21,7937,Браслав,Парапапапам,1187
75268309,2,,282,Минск,📸 Свадебный фотограф Минск   🔎 Instagram: alexeyyatsyno,16
75273348,5,,282,Минск,,1
75738665,45,,9328,Глубокое,12.04.2019❤ 05.05.2015💕,2152
77172378,8,23,1032,Полоцк,,317
77605824,1,,282,Минск,,2
78115927,38,25,21751,Белыничи,,2161
78845893,22,,1299,Новополоцк,"Есть люди, которых мне так не хватает в моей жизни, но я никогда не скажу им об этом просто потому, что знаю - им хорошо без меня.",951
79719201,12,,282,Минск,Елена Гусева,31
81387251,50,29,9328,Глубокое,,575
81805388,2,,,,,1
82226954,1,,,,"прошлое не изменишь,будущее не известно!Надо жить настоящим!!!",102
82448218,19,,282,Минск,Instagram: andrej_rudak,2
82742888,36,,,,,166
82891196,20,23,467,Могилёв,Наблюдай.,82
83375385,1,,,,,0
83675614,6,,,,,56
83896519,18,,282,Минск,,5
84256833,6,,244,Витебск,,11
84812205,5,,1,Москва,,17
87288442,29,27,282,Минск,,537
87463914,22,,282,Минск,,19
92767422,1,,,,,0
93026947,16,21,282,Минск,,113
93200871,7,23,282,Минск,,15
94094927,3,26,,,,2
94107765,17,,,,,820
95222183,32,,1600716,Подсвилье,,182
96012348,17,,1531,Слоним,,15
96773450,35,,282,Минск,Дневники терапии,65
100663464,84,,1032,Полоцк,,965
101461448,11,,282,Минск,http://instagram.com/rimski_timofey,7
103631364,46,,282,Минск,🤘🏻,8
104135163,22,,,,,22
106724733,8,,282,Минск,,5
108407966,16,29,9328,Глубокое,,876
108882992,68,23,282,Минск,"We are like islands in the sea, separate on the surface but connected in the deep",600
110866555,2,,282,Минск,,1085
114969725,15,22,1032,Полоцк,,78
115163719,7,,282,Минск,,0
120022738,24,30,1032,Полоцк,,73
120115028,2,,1506,Жлобин,,0
120188944,2,23,9328,Глубокое,"Si vis pacem, para bellum",343
120239787,1,,,,,3
121206974,5,21,282,Минск,⚪❤️⚪,3233
130585080,2,,12987,Копыль,9. We waste a lot of time crying over wasted time,47
131354297,18,,1601361,Роза Люксембург,,428
132222089,36,,,,,52
132440924,15,,282,Минск,"Если женщина не по зубам, ее едят глазами и сплетнями..",127
132706517,1,,1600716,Подсвилье,,0
